occupancy,race,sex,income,married,credit_history,di_ratio,pmi_denied,unverifiable,pmi_sought,debt_to_expense,chpr,chcp,pmi_sought,vr
1,1,1,117.0,1,1,31.0,0,0,0,20.0,0,6,0,0
1,1,1,82.0,0,1,29.0,0,0,0,21.0,0,1,0,0
1,1,1,54.0,1,1,36.0,0,0,0,31.0,0,1,0,1
1,1,1,139.0,1,1,31.0,0,0,0,22.0,0,5,0,0
1,1,1,77.0,0,1,39.0,0,0,0,30.0,0,1,0,1
1,1,1,54.0,1,1,31.9,0,0,0,28.2,0,1,0,1
1,0,1,51.0,1,1,38.0,0,0,0,29.0,0,6,0,0
1,0,0,67.0,0,1,39.0,0,0,1,34.0,0,1,1,0
1,1,1,72.0,0,1,25.4,0,0,0,24.3,0,1,0,1
1,1,0,24.0,0,1,45.0,0,0,0,45.0,0,1,0,0
1,1,1,71.0,1,1,36.61,0,0,1,24.9,0,6,1,0
1,1,1,71.0,1,1,36.29,0,0,0,30.15,0,1,0,1
1,1,1,76.0,0,1,29.0,0,0,0,24.0,0,1,0,1
1,1,1,69.0,1,1,35.6,0,0,0,30.7,0,2,0,0
1,1,1,21.0,0,1,25.38,0,0,0,25.38,0,4,0,1
1,0,1,77.0,1,0,41.67,0,0,0,26.51,0,5,0,0
1,1,0,61.0,1,1,37.5,0,0,1,29.2,0,1,1,0
1,1,0,21.0,0,1,33.0,0,0,1,27.0,0,3,1,1
1,1,1,74.0,1,0,39.96,0,0,0,26.58,1,2,0,0
1,1,0,27.0,0,1,38.0,0,0,0,28.0,0,1,0,1
1,1,1,46.0,1,1,32.0,0,0,0,32.0,0,1,0,0
1,0,0,55.0,0,1,25.0,0,0,0,18.0,0,2,0,1
1,1,1,69.0,1,1,36.0,0,0,0,27.0,0,5,0,1
1,1,1,147.0,1,1,24.0,0,1,0,12.0,0,1,0,0
1,1,1,49.0,0,1,33.27,0,0,0,32.19,1,6,0,0
1,1,1,110.0,0,1,31.1,0,0,0,27.0,0,2,0,0
1,1,1,122.0,1,1,35.0,0,0,0,30.0,0,1,0,1
1,1,1,52.0,1,1,33.97,0,1,0,17.82,0,2,0,1
1,1,1,23.0,1,1,78.0,0,1,0,72.0,0,1,0,0
1,1,1,59.0,1,1,29.7,0,0,1,26.3,0,2,1,0
1,1,0,34.0,0,1,33.0,0,0,0,33.0,0,1,0,0
1,1,0,28.0,0,1,38.0,0,0,0,36.0,0,1,0,1
1,1,1,66.0,1,0,36.0,0,0,0,27.0,0,3,0,0
1,1,1,50.0,1,1,40.0,0,0,1,35.0,0,1,1,0
1,1,1,100.0,1,1,20.0,0,0,0,20.0,0,1,0,0
2,1,1,72.0,0,1,61.0,0,0,0,26.0,0,1,0,1
1,1,1,47.0,1,1,47.0,0,0,0,47.0,0,1,0,0
1,1,1,749.0,1,1,65.0,0,0,0,44.0,1,1,0,1
1,1,0,34.0,0,1,34.0,0,0,0,32.0,0,1,0,0
1,1,1,39.0,1,1,35.0,0,0,0,29.0,0,1,0,1
1,1,1,45.0,1,1,25.75,0,0,0,21.45,0,1,0,0
1,1,1,107.0,1,1,21.9,0,0,0,16.9,0,1,0,0
1,1,1,77.0,1,1,37.0,0,0,0,23.0,0,1,0,1
1,1,1,77.0,0,1,21.0,0,0,0,21.0,0,1,0,1
1,1,1,57.0,0,1,30.0,0,0,0,26.0,0,4,0,0
1,1,1,43.0,1,1,36.0,0,0,1,30.0,0,2,1,0
1,1,1,54.0,1,1,30.0,0,0,1,26.5,0,2,1,0
1,1,1,56.0,1,1,38.0,0,0,0,23.0,0,2,0,1
1,1,1,48.0,1,1,38.0,0,0,0,35.0,1,6,0,0
1,1,1,71.0,0,1,40.7,0,0,0,33.7,0,1,0,1
1,1,1,84.0,1,1,33.0,0,0,0,16.0,0,5,0,1
1,1,1,99.0,1,1,37.2,0,0,0,24.8,0,1,0,0
1,1,0,28.0,0,1,35.0,0,0,0,28.0,0,2,0,1
1,0,1,56.0,0,1,49.97,0,0,0,35.53,0,1,0,0
2,1,0,85.0,0,1,34.0,0,0,0,16.0,0,2,0,1
1,1,1,114.0,1,1,28.0,0,0,0,22.0,0,1,0,1
1,1,1,42.0,1,1,31.36,0,1,0,28.76,0,2,0,1
1,1,1,99.0,1,1,29.0,0,0,0,26.0,0,1,0,0
1,1,1,47.0,0,1,37.0,0,0,1,30.0,0,1,1,1
1,1,0,999999.4,0,0,31.0,0,1,0,26.0,0,5,0,0
2,1,1,32.0,0,1,38.0,0,0,0,0.0,0,1,0,1
1,1,1,194.0,1,1,23.1,0,1,0,23.1,0,4,0,0
1,1,0,255.0,0,1,20.0,0,0,0,4.0,0,3,0,0
1,0,1,46.0,1,1,38.1,0,0,1,29.6,0,1,1,0
1,1,1,43.0,0,1,40.0,0,0,0,24.0,0,1,0,1
1,1,1,35.0,0,1,29.0,0,0,0,28.0,0,1,0,1
1,1,0,47.0,0,1,22.0,0,0,0,17.0,0,2,0,0
1,1,1,51.0,1,1,25.0,0,0,0,25.0,0,1,0,1
1,1,1,63.0,0,1,33.0,0,0,0,21.0,0,6,0,0
1,1,1,63.0,1,1,21.9,0,0,0,21.0,0,5,0,0
1,1,1,106.0,1,1,30.0,0,0,0,24.0,0,3,0,0
1,1,1,63.0,0,1,36.0,0,0,0,26.0,0,2,0,0
1,1,0,40.0,0,1,23.0,0,0,0,23.0,0,5,0,1
1,1,1,44.0,0,1,73.0,0,0,0,71.0,0,1,0,1
1,1,0,48.0,1,1,40.0,0,0,0,27.0,0,2,0,1
1,1,1,68.0,1,1,25.0,0,0,0,25.0,0,4,0,0
1,1,0,49.0,0,1,26.0,0,0,0,25.0,0,2,0,0
1,0,0,23.0,0,1,35.0,0,0,1,23.0,0,2,1,1
1,1,1,34.0,1,1,39.1,0,0,1,32.5,0,1,1,1
1,1,1,122.0,0,1,41.0,0,0,0,23.0,0,1,0,0
3,1,1,70.0,1,1,22.0,0,0,0,22.0,0,2,0,1
1,1,1,62.0,1,1,36.0,0,0,0,28.0,1,1,0,0
1,1,1,78.0,1,1,23.0,0,0,0,23.0,0,1,0,0
1,1,1,48.0,1,1,23.0,0,0,0,19.0,0,1,0,1
1,1,1,75.0,1,1,30.88,0,0,0,22.56,0,1,0,1
1,1,0,31.0,0,1,24.0,0,0,0,21.0,0,1,0,1
1,1,0,64.0,0,1,29.6,0,0,0,27.0,0,6,0,0
1,1,1,70.0,1,1,53.0,0,0,0,30.0,0,2,0,0
1,1,1,205.0,1,1,41.0,0,0,0,7.0,0,2,0,1
1,1,1,39.0,1,1,29.0,0,1,0,29.0,0,1,0,0
1,1,0,43.0,0,1,30.0,0,0,0,29.0,0,2,0,0
1,0,1,44.0,1,0,44.0,0,1,0,39.0,1,6,0,0
1,1,1,55.0,1,1,38.6,0,0,1,30.1,0,1,1,0
1,0,1,27.0,0,0,43.0,0,0,0,36.0,0,4,0,1
1,0,1,21.0,1,0,18.4,0,0,0,16.4,1,2,0,1
1,1,1,35.0,1,1,21.0,0,0,0,16.0,0,1,0,0
1,1,1,44.0,1,1,40.0,0,0,1,31.0,0,5,1,1
1,1,1,56.0,0,0,38.0,0,0,0,37.0,0,3,0,0
2,1,1,36.0,1,1,21.0,0,0,0,18.0,0,1,0,1
1,0,1,79.0,0,1,33.0,0,0,0,27.0,0,1,0,1
1,1,0,54.0,0,1,36.0,0,0,0,33.0,0,2,0,1
1,1,0,105.0,1,1,45.0,0,0,0,23.8,0,6,0,0
1,0,1,45.0,0,1,36.0,0,0,0,28.0,0,6,0,1
1,1,1,73.0,1,0,35.0,0,0,0,26.0,0,4,0,0
1,0,1,33.0,1,1,37.1,0,0,1,24.5,0,1,1,1
1,1,1,76.0,1,1,34.0,0,0,0,26.0,0,1,0,1
1,1,1,33.0,1,1,31.0,0,0,0,31.0,0,1,0,1
1,1,1,69.0,1,0,34.0,0,0,0,28.0,0,6,0,1
1,0,0,26.0,0,0,39.0,1,1,1,28.0,1,5,1,1
1,0,1,49.0,1,1,30.0,0,1,1,19.7,0,1,1,1
1,1,1,621.0,1,1,21.6,0,0,0,13.3,0,3,0,0
1,1,1,999999.4,1,1,39.0,0,0,0,31.0,0,2,0,0
1,1,1,92.0,1,1,28.1,0,0,0,27.1,0,1,0,0
1,1,1,54.0,0,1,29.0,0,0,0,16.0,0,1,0,1
1,1,1,69.0,0,1,28.0,0,0,1,22.0,0,4,1,0
1,0,1,75.0,1,1,25.0,0,0,0,13.0,0,2,0,0
1,1,1,78.0,0,0,18.0,0,0,0,18.0,1,6,0,1
1,1,1,52.0,0,1,38.4,0,0,1,26.4,0,1,1,0
1,1,1,71.0,1,1,19.0,0,0,0,17.0,0,1,0,1
1,0,1,62.0,1,0,34.0,0,0,0,27.0,0,4,0,1
1,1,1,68.0,0,1,27.0,0,0,1,21.0,0,1,1,1
1,1,0,112.0,0,1,32.44,0,0,0,29.18,0,1,0,0
1,0,1,72.0,1,1,32.0,0,0,0,13.0,0,2,0,1
1,1,1,180.0,0,0,58.4,0,0,0,44.7,0,6,0,1
1,0,1,39.0,0,0,29.0,0,1,0,25.0,0,4,0,0
1,1,0,67.0,1,1,27.0,0,0,0,22.0,0,1,0,1
1,0,1,80.0,0,1,33.75,0,0,1,22.75,0,1,1,0
1,1,1,71.0,1,1,35.0,0,0,0,22.0,0,1,0,0
1,0,1,67.0,1,1,29.0,0,0,0,28.0,0,1,0,0
1,1,1,58.0,0,1,30.0,0,0,1,33.0,0,1,1,0
1,0,1,39.0,0,1,38.2,0,0,0,27.7,0,6,0,0
1,1,1,130.0,1,1,30.0,0,0,0,24.0,1,1,0,0
1,1,0,52.0,0,1,34.4,0,0,0,34.4,0,1,0,0
1,1,1,48.0,1,1,16.0,0,0,0,16.0,0,1,0,0
1,0,0,32.0,0,1,27.0,0,0,1,20.0,0,1,1,1
1,1,1,34.0,1,1,128.0,0,0,0,73.0,0,1,0,0
1,1,1,999999.4,1,1,29.0,0,0,0,23.0,0,1,0,0
1,0,1,74.0,1,1,20.05,0,0,0,14.6,0,1,0,1
1,1,1,55.0,0,1,27.0,0,0,0,27.0,0,1,0,1
1,1,1,74.0,1,0,37.0,0,0,0,16.0,0,6,0,1
1,1,1,57.0,0,1,36.0,0,0,1,31.0,0,1,1,1
1,1,1,52.0,1,1,32.0,0,0,0,25.0,0,1,0,0
1,1,1,112.0,0,1,37.8,0,0,0,21.4,0,1,0,1
1,1,1,55.0,1,1,36.0,0,0,1,27.0,0,2,1,0
1,1,1,33.0,1,1,26.0,0,0,0,17.0,0,1,0,0
1,1,1,49.0,1,1,34.0,0,0,0,27.0,0,1,0,1
1,1,1,130.0,1,1,26.7,0,0,0,18.5,0,1,0,0
1,1,1,52.0,1,1,37.0,0,0,0,23.2,0,3,0,0
1,0,0,51.0,0,1,38.0,0,0,0,21.0,0,6,0,1
1,1,1,38.0,1,1,31.84,0,0,0,23.56,0,1,0,1
1,1,1,69.0,1,1,36.0,0,0,0,34.0,0,1,0,0
1,1,1,32.0,1,1,28.98,0,0,0,28.2,0,1,0,0
1,1,1,63.0,1,1,37.0,0,0,0,28.0,0,1,0,1
1,1,1,49.0,1,1,35.3,0,0,0,31.0,0,3,0,0
1,1,1,107.0,1,1,19.0,0,0,0,17.0,0,1,0,1
1,0,1,163.0,1,1,26.4,0,0,0,17.5,0,1,0,1
1,1,1,48.0,1,1,31.0,0,0,0,28.0,0,1,0,1
1,1,1,41.0,1,1,29.3,0,0,0,25.0,0,1,0,0
1,1,1,105.0,0,1,23.6,0,0,0,21.1,0,1,0,0
1,1,1,109.0,1,1,37.0,0,0,0,27.0,0,1,0,0
1,0,1,55.0,1,1,38.0,0,0,1,29.0,0,2,1,1
1,1,1,101.0,1,1,57.7,0,0,0,23.0,0,1,0,0
1,1,1,47.0,1,1,24.0,0,0,0,29.0,0,1,0,1
1,1,0,35.0,1,1,28.0,0,0,0,27.0,0,1,0,1
1,1,1,87.0,1,1,36.0,0,0,0,15.0,0,2,0,0
1,1,1,82.0,1,1,29.52,0,0,0,27.16,1,3,0,0
1,0,1,49.0,0,0,32.0,0,0,0,26.0,1,6,0,1
1,1,1,69.0,1,0,28.0,0,0,0,23.0,0,6,0,0
1,0,0,26.0,0,1,43.0,0,0,0,43.0,0,5,0,0
1,1,1,89.0,1,1,39.0,0,0,0,18.0,0,1,0,0
1,0,0,28.0,0,0,39.0,0,1,0,34.0,0,5,0,1
1,1,1,91.0,1,1,29.0,0,0,0,28.0,0,1,0,1
1,1,1,33.0,1,1,37.0,0,0,0,36.0,0,1,0,1
1,1,1,59.0,1,1,35.9,0,0,1,34.2,0,2,1,1
1,1,0,35.0,0,1,31.4,0,0,0,31.4,0,5,0,0
1,1,1,63.0,1,1,34.0,0,0,0,21.0,0,5,0,0
1,1,1,60.0,0,1,31.0,0,0,0,22.0,0,2,0,1
1,1,1,54.0,1,1,38.0,0,0,0,25.0,0,2,0,0
1,0,0,24.0,0,1,31.0,0,0,1,28.0,0,1,1,1
1,1,1,45.0,1,1,34.0,0,0,0,28.0,0,1,0,0
1,1,1,70.0,0,1,37.0,0,0,1,26.0,0,1,1,0
1,1,1,73.0,0,1,32.0,0,0,0,24.0,0,1,0,0
1,1,1,50.0,0,1,36.0,0,0,1,28.0,0,2,1,0
1,1,0,36.0,0,1,33.0,0,0,0,30.0,0,2,0,0
1,1,1,55.0,1,1,38.1,0,0,0,29.7,0,1,0,0
1,1,1,48.0,0,1,28.0,0,0,0,28.0,0,1,0,1
1,0,0,32.0,0,1,32.0,0,0,1,27.0,0,1,1,1
1,1,1,63.0,1,1,35.0,0,0,0,29.0,0,3,0,0
1,1,1,29.0,1,1,36.9,0,0,0,29.9,0,1,0,0
1,1,0,43.0,0,1,32.0,0,0,0,31.0,0,1,0,0
1,0,1,29.0,0,1,38.0,0,0,1,32.0,0,5,1,0
1,0,1,46.0,0,0,44.0,0,0,0,28.0,0,3,0,1
1,1,1,63.0,0,1,44.2,0,1,0,27.13,0,6,0,0
1,1,1,61.0,1,1,26.0,0,0,0,20.0,0,2,0,1
1,1,1,80.0,1,1,33.0,0,0,0,31.0,0,1,0,1
1,1,1,330.0,0,1,37.0,0,0,0,25.0,0,1,0,0
1,1,0,45.0,0,1,33.0,0,1,0,32.0,0,1,0,0
1,1,1,79.0,1,1,30.33,0,1,0,23.8,0,2,0,1
1,1,1,117.0,1,1,37.0,0,0,1,25.0,0,5,1,1
1,1,1,61.0,1,1,35.0,0,0,0,20.0,0,1,0,0
1,0,0,37.0,0,0,52.0,1,0,1,51.0,0,4,1,1
1,0,0,28.0,1,1,29.31,0,0,0,12.54,0,1,0,1
1,1,1,86.0,1,1,33.0,0,0,0,16.0,0,5,0,0
1,0,0,36.0,0,1,39.0,0,0,0,28.0,0,4,0,1
1,1,1,63.0,1,1,30.8,0,0,0,28.0,0,6,0,0
1,0,0,52.0,0,0,44.0,0,0,0,27.0,1,2,0,0
1,1,1,91.0,1,1,40.6,0,0,0,29.0,0,1,0,0
1,1,1,72.0,1,1,27.0,0,0,0,19.0,0,1,0,0
1,0,1,33.0,0,0,25.3,1,1,1,23.7,1,6,1,1
1,1,1,52.0,1,1,34.0,0,0,0,33.0,0,2,0,0
1,1,1,53.0,0,1,32.5,0,0,1,27.2,0,1,1,0
2,1,1,124.0,1,1,33.0,1,0,1,27.0,0,2,1,1
1,1,1,79.0,0,1,36.0,0,0,0,30.0,0,1,0,1
1,1,1,75.0,1,0,33.83,1,0,1,26.9,1,6,1,0
1,1,1,144.0,1,1,48.99,0,0,0,26.51,0,1,0,1
1,1,1,45.0,1,1,28.73,0,0,0,25.14,0,1,0,0
1,1,1,49.0,1,1,29.0,0,0,0,23.0,0,1,0,0
2,1,1,94.0,0,1,142.0,0,0,0,110.0,1,1,0,1
1,1,1,78.0,1,1,28.0,0,0,0,22.0,0,2,0,0
1,1,1,61.0,1,1,36.0,0,0,0,28.0,0,2,0,0
1,0,1,89.0,0,1,30.47,0,0,0,23.9,0,1,0,0
1,1,0,30.0,0,1,29.96,0,0,0,27.64,0,1,0,1
1,1,1,64.0,1,1,33.87,0,0,0,29.36,0,2,0,1
1,1,0,41.0,0,1,37.0,0,0,1,28.0,0,1,1,0
1,0,1,42.0,1,0,39.0,0,0,0,33.0,0,4,0,1
1,1,0,48.0,0,1,38.0,0,0,0,23.0,0,1,0,0
1,1,1,69.0,1,1,35.0,0,0,0,20.0,0,3,0,1
1,1,1,114.0,0,1,42.0,0,0,1,21.0,0,1,1,1
1,1,1,100.0,1,1,37.0,0,0,0,33.0,0,1,0,1
1,1,1,134.0,1,1,17.0,0,0,0,13.0,0,1,0,0
1,0,1,48.0,0,1,36.0,0,0,0,24.0,0,1,0,1
1,1,1,44.0,1,1,41.0,0,0,0,10.0,0,1,0,1
1,0,1,74.0,1,1,14.0,0,0,0,14.0,0,1,0,1
1,1,1,73.0,1,1,32.11,0,0,0,20.18,0,1,0,0
1,1,1,64.0,1,1,34.0,0,0,1,23.0,0,1,1,1
1,1,1,999999.4,1,1,23.0,0,0,0,20.0,0,1,0,1
1,1,1,44.0,0,1,30.0,0,0,0,30.0,0,1,0,0
1,1,1,83.0,1,1,34.0,0,0,0,31.0,0,1,0,0
1,1,0,23.0,0,1,41.0,0,0,0,34.0,0,1,0,1
1,1,1,74.0,0,1,32.0,0,0,0,29.0,0,5,0,1
1,1,1,73.0,0,1,40.0,0,0,0,12.0,0,6,0,1
1,1,1,59.0,0,1,32.58,0,0,0,26.58,0,2,0,0
1,1,1,52.0,1,1,32.0,0,0,0,27.0,0,1,0,1
1,1,1,53.0,1,1,35.24,0,0,1,29.33,0,1,1,1
1,1,1,75.0,1,1,41.0,0,0,1,28.0,0,6,1,0
1,1,1,49.0,0,1,32.0,0,0,0,31.0,0,5,0,0
1,1,1,90.0,1,1,40.3,0,0,0,34.4,0,1,0,0
1,1,1,42.0,1,1,33.0,0,0,1,25.0,0,1,1,1
1,1,1,81.0,0,1,37.0,0,0,1,24.6,0,1,1,1
1,1,0,38.0,0,1,33.0,0,0,0,33.0,0,1,0,1
1,1,1,95.0,1,1,32.3,0,0,0,26.4,0,2,0,0
1,1,1,200.0,1,1,27.0,0,0,0,19.0,0,1,0,1
1,1,1,100.0,1,0,50.5,0,1,0,20.7,0,6,0,0
1,1,0,33.0,0,1,35.6,0,0,0,26.4,0,6,0,0
1,1,1,60.0,0,1,37.0,0,0,1,26.0,0,1,1,0
1,1,0,32.0,0,1,32.17,0,0,0,31.53,0,1,0,0
1,1,1,55.0,1,1,27.8,0,0,0,16.7,0,1,0,1
1,0,0,25.0,0,1,32.0,0,0,1,29.0,0,6,1,1
1,1,1,0.0,0,1,50.0,0,0,0,23.0,1,3,0,0
1,1,1,54.0,1,1,38.0,0,0,0,29.0,0,6,0,0
1,1,1,64.0,0,1,17.5,0,0,0,12.0,0,1,0,0
1,0,1,29.0,1,1,34.0,0,0,1,23.0,0,2,1,1
1,1,1,88.0,1,1,37.7,0,0,0,28.9,0,1,0,0
1,1,1,38.0,1,0,43.0,0,0,0,38.0,0,5,0,0
1,1,1,30.0,1,1,43.0,0,0,0,32.0,0,1,0,0
1,1,0,46.0,0,1,39.0,0,0,0,33.0,0,1,0,1
1,1,1,34.0,0,1,28.0,0,0,0,28.0,0,1,0,0
1,1,1,158.0,0,1,36.0,0,0,0,25.0,0,1,0,1
1,1,1,82.0,0,1,36.0,0,0,0,22.0,0,2,0,1
1,0,1,65.0,0,1,35.9,0,0,0,26.7,0,1,0,0
1,1,1,33.0,0,1,29.7,0,0,0,28.5,0,1,0,1
1,1,1,70.0,1,1,33.93,0,0,0,21.18,0,2,0,0
1,0,0,122.0,0,0,42.0,0,0,0,15.0,0,6,0,0
1,0,1,40.0,1,1,36.0,0,0,0,30.0,0,1,0,0
1,1,0,37.0,0,1,32.0,0,0,0,32.0,0,1,0,0
1,1,1,48.0,0,1,34.0,0,0,1,28.0,0,1,1,1
1,1,0,30.0,0,1,35.0,0,0,0,29.0,0,1,0,0
1,0,1,48.0,0,1,38.0,0,0,0,31.0,0,2,0,0
1,1,1,65.0,1,1,31.0,0,0,1,26.0,1,5,1,1
1,1,1,39.0,0,1,26.0,0,0,0,24.0,0,1,0,0
1,1,1,59.0,1,1,33.3,0,0,0,26.8,0,1,0,0
1,1,1,120.0,0,1,40.5,0,0,0,27.6,0,1,0,0
1,1,1,32.0,0,1,39.0,0,0,0,27.0,0,1,0,1
1,0,1,56.0,1,1,28.6,0,0,0,25.5,0,5,0,1
1,1,1,36.0,1,1,33.8,0,0,1,27.0,0,1,1,1
1,1,1,99.0,1,1,40.0,0,0,0,27.0,0,2,0,0
1,1,1,35.0,0,1,41.0,0,0,0,38.0,0,1,0,1
1,1,1,79.0,1,1,35.0,0,0,1,23.7,0,1,1,0
1,1,1,69.0,1,1,34.0,0,0,0,29.0,0,1,0,0
1,1,0,39.0,0,1,42.0,0,0,0,32.0,0,2,0,1
1,1,1,39.0,0,1,44.0,0,0,0,23.0,0,1,0,0
1,1,1,59.0,1,1,46.45,0,0,0,34.7,0,1,0,0
1,1,1,82.0,1,1,39.0,0,0,0,25.0,0,2,0,0
1,1,1,157.0,0,1,28.0,0,0,0,15.0,0,2,0,0
1,1,1,52.0,1,0,26.0,0,1,0,26.0,0,4,0,0
1,0,0,32.0,0,1,39.0,0,0,1,24.0,0,6,1,1
1,1,1,80.0,1,0,43.0,0,1,0,43.0,1,2,0,0
1,1,1,83.0,0,1,35.1,0,0,0,34.6,0,1,0,0
1,1,0,732.0,0,0,12.0,0,0,0,12.0,1,3,0,1
1,1,1,85.0,1,1,37.0,0,0,0,28.0,0,5,0,0
1,1,1,38.0,1,1,39.0,0,0,0,31.0,0,1,0,0
1,1,0,75.0,1,1,27.0,0,0,0,20.0,0,1,0,1
1,0,0,81.0,1,1,38.0,0,0,0,20.0,0,6,0,1
1,0,1,92.0,1,0,21.9,0,1,0,21.3,0,2,0,0
1,1,1,136.0,1,1,26.0,0,0,1,18.0,0,1,1,0
1,1,0,34.0,0,1,35.0,0,0,1,32.0,0,1,1,0
1,1,1,62.0,0,1,33.0,0,0,0,32.0,0,3,0,0
1,1,1,61.0,1,1,36.0,0,0,1,26.0,0,5,1,1
1,1,1,82.0,1,1,38.6,1,0,1,28.0,0,1,1,0
1,1,1,102.0,1,1,36.0,0,0,0,36.0,0,1,0,0
1,1,0,35.0,0,1,33.0,0,0,0,15.0,0,1,0,0
1,1,1,999999.4,0,0,46.0,0,1,0,31.0,0,2,0,0
1,1,1,120.0,0,1,19.0,0,0,0,8.0,0,1,0,0
1,1,1,48.0,0,1,27.0,0,0,0,24.0,0,1,0,0
1,1,1,119.0,0,1,39.0,0,0,0,26.0,0,1,0,0
1,1,1,48.0,0,1,20.0,0,0,0,13.0,0,1,0,1
1,1,1,41.0,0,1,36.0,0,0,0,35.0,0,1,0,1
1,1,1,75.0,1,1,27.0,0,0,0,27.0,0,1,0,0
1,1,1,48.0,1,0,36.0,0,0,0,22.0,0,6,0,1
1,1,0,35.0,1,1,32.0,0,0,0,27.0,0,2,0,1
1,1,1,71.0,1,1,32.0,0,0,0,22.0,0,3,0,0
1,1,0,180.0,0,1,16.0,0,0,0,13.0,1,5,0,0
1,1,1,44.0,1,1,32.0,0,0,1,31.0,0,1,1,1
1,1,1,32.0,1,1,34.0,0,0,1,31.0,0,1,1,0
1,0,1,61.0,1,0,45.0,0,0,0,27.0,1,6,0,1
1,1,1,43.0,1,1,33.0,0,0,0,31.0,0,1,0,0
1,1,1,105.0,1,1,37.0,0,0,0,20.0,0,5,0,1
1,0,0,42.0,0,0,38.2,0,0,0,22.3,0,6,0,0
1,1,1,60.0,1,1,34.0,0,0,1,27.0,0,5,1,0
1,1,1,59.0,1,1,27.0,0,0,1,24.0,0,1,1,0
1,0,0,32.0,0,1,33.69,0,0,1,32.14,0,1,1,1
1,0,0,92.0,0,1,38.0,0,0,0,18.0,0,1,0,1
1,1,1,69.0,1,1,33.0,0,0,0,32.0,0,1,0,0
1,1,0,114.0,1,0,43.0,0,0,0,32.0,0,6,0,1
1,1,1,58.0,1,1,35.62,0,0,1,26.43,0,1,1,0
2,1,1,37.0,1,1,39.6,0,0,0,16.0,0,1,0,0
1,1,1,67.0,1,1,40.0,0,0,0,26.0,1,1,0,1
1,1,1,80.0,1,1,36.0,0,0,1,27.0,1,1,1,0
1,0,1,31.0,0,1,40.9,0,0,1,31.5,0,6,1,1
1,1,1,42.0,1,1,37.0,0,0,0,29.0,0,1,0,1
1,1,1,85.0,1,1,21.0,0,0,0,21.0,1,2,0,1
1,1,0,50.0,0,1,34.0,0,0,0,27.0,0,1,0,0
1,1,1,52.0,1,1,26.0,0,0,1,26.0,0,1,1,0
1,1,1,74.0,1,1,31.0,0,0,0,20.0,0,1,0,0
1,0,0,45.0,0,1,32.8,0,0,0,32.8,0,1,0,1
1,1,1,49.0,0,1,30.0,0,0,0,28.0,0,1,0,1
1,0,1,27.0,0,0,37.0,0,1,0,29.0,1,6,0,0
1,0,1,41.0,0,1,31.0,0,0,0,26.0,0,1,0,0
1,1,1,42.0,1,1,35.0,0,0,1,26.0,0,1,1,1
2,1,1,70.0,1,0,29.0,0,0,0,10.0,0,2,0,1
1,0,1,65.0,1,1,25.0,0,0,0,25.0,0,1,0,0
1,1,1,50.0,0,1,35.7,0,0,0,29.9,0,1,0,0
1,1,1,38.0,1,1,31.94,0,0,0,29.36,0,1,0,0
1,1,1,45.0,1,1,23.0,0,0,0,18.0,0,1,0,1
1,1,1,59.0,1,1,38.0,0,0,0,33.0,0,2,0,0
1,1,1,29.0,0,1,32.87,0,0,0,28.89,0,1,0,1
1,1,0,60.0,0,1,37.0,0,0,0,26.0,0,2,0,0
1,1,1,999999.4,1,1,41.0,0,0,0,34.0,0,5,0,0
1,1,0,83.0,1,1,38.52,0,0,1,21.92,0,1,1,1
1,1,1,39.0,1,1,30.0,0,0,1,30.0,0,1,1,0
1,1,1,106.0,1,1,34.58,0,0,0,26.84,0,2,0,0
1,1,1,60.0,1,1,14.6,0,0,0,13.1,0,1,0,1
1,1,1,228.0,1,1,16.93,0,0,0,9.53,0,1,0,1
1,1,1,47.0,1,1,22.0,0,0,0,21.0,0,1,0,1
1,1,1,94.0,1,1,40.0,0,0,0,32.0,0,1,0,1
1,0,0,55.0,1,1,33.0,0,0,0,28.0,0,6,0,0
1,0,1,53.0,1,0,41.0,0,0,0,26.0,1,6,0,1
1,1,1,35.0,0,1,26.4,0,0,0,18.8,0,2,0,0
1,1,0,57.0,1,1,15.0,0,0,0,15.0,0,1,0,0
1,1,1,44.0,1,1,37.0,0,0,1,34.0,0,1,1,1
1,1,1,36.0,0,1,32.0,0,0,1,19.0,0,2,1,0
1,1,1,51.0,1,1,33.0,0,0,0,6.2,1,6,0,0
1,1,1,54.0,1,1,32.95,0,0,1,26.81,0,1,1,0
1,1,0,59.0,0,1,31.49,0,0,1,25.79,0,1,1,1
1,1,0,36.0,0,1,42.0,0,0,0,28.0,0,1,0,0
1,1,1,36.0,0,1,37.0,0,0,0,24.0,1,6,0,1
1,0,0,59.0,0,1,34.0,0,0,1,28.0,0,1,1,0
1,1,0,44.0,0,1,38.0,0,0,0,31.0,0,1,0,0
1,0,0,31.0,0,1,40.1,0,0,0,27.6,1,6,0,1
1,1,1,74.0,1,1,34.08,0,0,0,22.54,0,2,0,1
1,1,1,45.0,1,1,32.21,0,0,0,27.55,0,2,0,1
1,1,1,58.0,0,0,46.0,0,0,0,27.0,0,5,0,0
1,1,1,69.0,0,1,37.0,0,0,0,23.0,0,1,0,1
1,1,1,135.0,0,1,18.0,0,0,0,12.0,0,1,0,0
1,1,1,127.0,0,1,51.0,0,0,0,50.0,0,2,0,1
1,1,1,80.0,0,1,27.0,0,0,0,17.0,0,1,0,0
