Default,checkingstatus1,duration,history,purpose,amount,savings,employ,installment,status,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign
0,1,18,0,2,2659,4,0,4,0,0,2,0,28,0,0,1,0,1,0,0
0,0,18,1,1,1028,0,0,4,1,0,3,1,36,0,0,2,0,1,0,0
0,1,8,1,1,3398,0,2,1,0,0,4,1,39,0,0,2,1,1,0,1
0,0,12,1,2,5801,1,1,2,0,0,4,2,49,0,1,1,0,1,1,0
0,0,24,0,1,1525,4,2,4,1,0,3,0,34,0,0,1,0,2,1,0
0,3,36,0,0,4473,0,1,4,0,0,2,0,31,0,0,1,0,1,0,0
0,2,6,0,0,1068,0,1,4,0,0,4,0,28,0,0,1,0,2,0,0
0,1,24,1,3,6615,0,4,2,0,0,4,3,75,0,2,2,2,1,1,0
1,0,18,1,6,1864,2,0,4,1,0,2,1,30,0,0,2,0,1,0,0
1,2,60,0,1,7408,2,3,4,1,0,2,2,24,0,0,1,2,1,0,0
1,0,48,1,3,11590,2,0,2,1,0,4,0,24,1,1,2,1,1,0,0
1,1,24,4,2,4110,0,1,3,0,0,4,3,23,1,1,2,0,2,0,0
1,1,6,1,2,3384,0,0,1,3,0,4,1,44,0,1,1,2,1,1,0
0,2,13,0,0,2101,0,3,2,1,1,4,2,23,0,0,1,1,1,0,0
1,1,15,0,8,1275,1,0,4,1,0,2,0,24,0,1,1,0,1,0,0
0,1,24,0,2,4169,0,0,4,0,0,4,2,28,0,0,1,0,1,0,0
0,2,10,0,2,1521,0,0,4,3,0,2,0,31,0,0,1,1,1,0,0
0,2,24,1,6,5743,0,3,2,1,0,4,3,24,0,2,2,0,1,1,0
0,1,21,0,2,3599,0,2,1,1,0,4,0,26,0,1,1,1,1,0,0
0,2,18,0,0,3213,3,3,1,2,0,3,1,25,0,1,1,0,1,0,0
0,2,18,0,4,4439,0,1,1,0,2,1,1,33,1,0,1,2,1,1,0
0,3,10,0,1,3949,0,3,1,0,1,1,2,37,0,0,1,1,2,0,0
0,0,15,1,0,1459,0,0,4,1,0,2,0,43,0,0,1,1,1,0,0
0,2,13,1,0,882,0,3,4,0,1,4,1,23,0,0,2,0,1,0,0
0,2,24,0,0,3758,3,4,1,1,0,4,3,23,0,1,1,3,1,0,0
0,0,6,2,4,1743,2,0,1,0,0,2,1,34,0,0,2,1,1,0,0
1,2,9,1,6,1136,4,1,4,0,0,3,3,32,0,2,2,0,2,0,0
0,0,9,0,8,1236,0,3,1,1,0,4,1,23,0,1,1,0,1,1,0
1,2,9,0,2,959,0,0,1,1,0,2,0,29,0,0,1,0,1,0,1
0,0,18,1,3,3229,1,4,2,0,0,4,3,38,0,0,1,2,1,1,0
1,1,12,4,0,6199,0,0,4,0,0,2,2,28,0,1,2,0,1,1,0
0,0,10,0,6,727,3,1,4,0,0,4,3,46,0,2,1,0,1,1,0
1,2,24,0,1,1246,0,3,4,0,0,2,1,23,2,0,1,1,1,0,0
0,0,12,1,0,2331,1,1,1,0,2,4,1,49,0,0,1,0,1,1,0
1,0,36,2,0,4463,0,0,4,0,0,2,0,26,0,0,2,2,1,1,0
0,0,12,0,0,776,0,0,4,2,0,2,1,28,0,0,1,0,1,0,0
1,1,30,0,2,2406,0,2,4,1,0,4,1,23,0,1,1,0,1,0,0
0,2,18,0,6,1239,1,0,4,0,0,4,3,61,0,2,1,0,1,0,0
0,3,12,0,0,3399,1,1,2,0,0,3,0,37,0,0,1,2,1,0,0
0,3,12,2,1,2247,0,0,2,1,0,2,0,36,2,0,2,0,1,1,0
0,0,6,0,2,1766,0,0,1,2,0,2,2,21,0,1,1,0,1,0,0
1,1,18,0,2,2473,0,4,4,0,0,1,0,25,0,0,1,3,1,0,0
0,0,12,0,4,1542,0,2,2,0,0,4,0,36,0,0,1,0,1,1,0
0,0,18,1,3,3850,0,2,3,0,0,1,0,27,0,0,2,0,1,0,0
0,1,18,0,2,3650,0,3,1,1,0,4,0,22,0,1,1,0,1,0,0
1,1,36,0,2,3446,0,1,4,0,0,2,0,42,0,0,1,0,2,0,0
0,2,18,0,2,3001,0,2,2,1,0,4,1,40,0,1,1,0,1,0,0
0,0,36,0,1,3079,1,0,4,0,0,4,1,36,0,0,1,0,1,0,0
0,0,18,1,0,6070,0,1,3,0,0,4,0,33,0,0,2,0,1,1,0
0,0,10,1,2,2146,0,3,1,1,0,3,1,23,0,1,2,0,1,0,0
0,0,60,1,1,13756,1,1,2,0,0,4,3,63,1,2,1,2,1,1,0
1,2,60,3,9,14782,2,1,3,1,0,4,3,60,1,2,2,2,1,1,0
1,1,48,3,4,7685,0,2,2,1,1,4,0,37,0,1,1,0,1,0,0
0,0,18,2,0,2320,0,4,2,2,0,3,1,34,0,0,2,0,1,0,0
0,0,7,2,0,846,1,1,3,0,0,4,3,36,0,2,1,0,1,0,0
1,2,36,0,1,14318,0,1,4,0,0,2,3,57,0,2,1,2,1,1,0
0,0,6,1,1,362,2,0,4,1,0,4,0,52,0,0,2,1,1,0,0
0,1,20,0,2,2212,1,2,4,0,0,4,0,39,0,0,1,0,1,1,0
1,2,18,0,3,12976,0,4,3,1,0,4,3,38,0,2,1,2,1,1,0
0,0,22,0,1,1283,1,2,4,1,0,4,2,25,0,1,1,0,1,0,0
0,3,12,0,1,1330,0,3,4,0,0,1,1,26,0,0,1,0,1,0,0
0,0,30,2,4,4272,2,0,2,0,0,2,2,26,0,0,2,1,1,0,0
0,0,18,1,0,2238,0,0,2,1,0,1,0,25,0,0,2,0,1,0,0
0,0,18,0,0,1126,1,3,4,1,0,2,1,21,0,1,1,0,1,1,0
0,2,18,1,2,7374,0,4,4,0,0,4,2,40,2,0,2,2,1,1,0
0,2,15,1,4,2326,3,0,2,0,0,4,0,27,1,0,1,0,1,0,0
0,0,9,0,4,1449,0,2,3,1,0,2,0,27,0,0,2,0,1,0,0
0,0,18,0,1,1820,0,0,2,2,0,2,2,30,0,0,1,2,1,1,0
0,2,12,0,2,983,4,3,1,1,0,4,1,19,0,1,1,1,1,0,0
0,1,36,0,1,3249,0,2,2,0,0,4,3,39,1,2,1,2,2,1,0
0,1,6,1,0,1957,0,2,1,1,0,4,0,31,0,0,1,0,1,0,0
0,0,9,1,2,2406,0,4,2,0,0,3,0,31,0,0,1,2,1,0,0
0,2,39,2,6,11760,2,2,2,0,0,3,3,32,0,1,1,0,1,1,0
0,1,12,0,2,2578,0,4,3,1,0,4,3,55,0,2,1,2,1,0,0
0,1,36,1,2,2348,0,0,3,2,0,2,2,46,0,0,2,0,1,1,0
1,2,12,0,1,1223,0,1,1,3,0,1,1,46,0,1,2,0,1,0,0
0,0,24,1,0,1516,4,0,4,1,0,1,1,43,0,0,2,1,1,0,0
0,0,18,0,0,1473,0,3,3,2,0,4,1,39,0,0,1,0,1,1,0
0,2,18,1,4,1887,1,0,4,2,0,4,1,28,1,0,2,0,1,0,0
1,0,24,2,4,8648,0,3,2,0,0,2,0,27,1,0,2,0,1,1,0
0,0,14,2,1,802,0,0,4,0,0,2,0,27,0,0,2,1,1,0,0
0,2,18,2,1,2899,1,1,4,0,0,4,0,43,0,0,1,0,2,0,0
1,2,24,0,0,2039,0,3,1,2,0,1,2,22,0,0,1,0,1,1,0
0,0,24,1,3,2197,1,2,4,0,0,4,0,43,0,0,2,0,2,1,0
0,1,15,0,0,1053,0,3,4,2,0,2,1,27,0,0,1,0,1,0,1
0,0,24,0,0,3235,3,1,3,3,0,2,0,26,0,0,1,2,1,1,0
1,3,12,1,1,939,3,2,4,2,0,2,1,28,0,0,3,0,1,1,0
0,2,24,0,0,1967,0,1,4,1,0,4,0,20,0,0,1,0,1,1,0
0,0,33,1,3,7253,0,2,3,0,0,2,0,35,0,0,2,2,1,1,0
1,0,12,1,4,2292,0,4,4,0,0,2,0,42,2,0,2,2,1,1,0
0,0,10,0,1,1597,3,0,3,0,0,2,3,40,0,1,1,1,2,0,1
1,1,24,0,1,1381,1,0,4,1,0,2,2,35,0,0,1,0,1,0,0
0,0,36,1,3,5842,0,1,2,0,0,2,2,35,0,0,2,0,2,1,0
1,1,12,0,1,2579,0,3,4,0,0,1,1,33,0,0,1,1,2,0,0
0,1,18,2,6,8471,1,0,1,1,0,2,0,23,0,1,2,0,1,1,0
0,0,21,0,1,2782,3,2,1,1,0,2,0,31,1,0,1,2,1,0,0
1,2,18,0,1,1042,1,0,4,1,0,2,2,33,0,0,1,0,1,0,0
0,0,15,0,1,3186,4,2,2,1,0,3,0,20,0,1,1,0,1,0,0
0,2,12,0,3,2028,1,0,4,0,0,2,0,30,0,0,1,0,1,0,0
0,2,12,1,1,958,0,2,2,0,0,3,1,47,0,0,2,1,2,0,0
0,0,21,2,2,1591,2,2,4,0,0,3,1,34,0,0,2,2,1,0,0
1,2,12,0,2,2762,1,1,1,1,0,2,2,25,1,0,1,0,1,1,0
0,2,18,0,3,2779,0,0,1,2,0,3,0,21,0,1,1,0,1,1,0
0,0,28,1,0,2743,0,1,4,0,0,2,0,29,0,0,2,0,1,0,0
0,0,18,1,0,1149,4,0,4,0,0,3,1,46,0,0,2,0,1,0,0
0,0,9,0,2,1313,0,1,1,0,0,4,0,20,0,0,1,0,1,0,0
1,1,18,1,7,1190,0,4,2,1,0,4,3,55,0,2,3,3,2,0,0
0,0,5,0,4,3448,0,2,1,0,0,4,1,74,0,0,1,1,1,0,0
1,2,24,0,9,11328,0,0,2,0,2,3,0,29,1,0,2,2,1,1,0
0,1,6,1,2,1872,0,4,4,0,0,4,3,36,0,2,3,2,1,1,0
0,0,24,1,7,2058,0,0,4,3,0,2,1,33,0,0,2,0,1,1,0
0,1,9,0,2,2136,0,0,3,0,0,2,1,25,0,0,1,0,1,0,0
1,2,12,0,0,1484,1,0,2,2,0,1,1,25,0,0,1,0,1,1,0
0,0,6,0,7,660,3,2,2,2,0,4,1,23,0,1,1,1,1,0,0
0,0,24,1,1,1287,4,1,4,1,0,4,1,37,0,0,2,0,1,1,0
0,1,42,1,7,3394,0,4,4,0,2,4,0,65,0,0,2,3,1,0,0
1,3,12,3,4,609,0,3,4,1,0,1,1,26,0,0,1,3,1,0,0
0,0,12,0,1,1884,0,1,4,0,0,4,0,39,0,0,1,2,1,1,0
0,1,12,0,2,1620,0,0,2,1,2,3,2,30,0,0,1,0,1,0,0
0,2,20,2,9,2629,0,0,2,0,0,3,0,29,1,0,2,0,1,1,0
1,0,12,0,6,719,0,1,4,0,0,4,0,41,1,0,1,1,2,0,0
1,2,48,1,2,5096,0,0,2,1,0,3,0,30,0,0,1,2,1,1,0
0,0,9,1,6,1244,1,1,4,1,0,4,2,41,0,1,2,1,1,0,0
1,1,36,0,1,1842,0,3,4,1,0,4,0,34,0,0,1,0,1,1,0
0,2,7,0,0,2576,0,0,2,0,1,2,1,35,0,0,1,0,1,0,0
0,3,12,0,2,1424,1,1,3,1,0,4,1,55,0,0,1,2,1,1,0
1,2,15,2,7,1512,4,0,3,2,0,3,2,61,2,0,2,0,1,0,0
0,0,36,1,3,11054,1,0,4,0,0,2,0,30,0,0,1,2,1,1,0
0,0,6,0,0,518,0,0,3,1,0,1,1,29,0,0,1,0,1,0,0
0,0,12,4,2,2759,0,1,2,0,0,4,2,34,0,0,2,0,1,0,0
0,0,24,0,3,2670,0,1,4,0,0,4,0,35,0,0,1,2,1,1,0
1,1,24,0,1,4817,0,2,2,0,2,3,2,31,0,0,1,0,1,1,0
0,0,24,0,3,2679,0,3,4,1,0,1,3,29,0,0,1,2,1,1,0
0,1,11,1,1,3905,0,0,2,0,0,2,1,36,0,1,2,0,2,0,0
1,1,12,0,3,3386,0,1,3,0,0,4,3,35,0,2,1,0,1,1,0
0,1,6,0,8,343,0,3,4,1,0,1,1,27,0,0,1,0,1,0,0
0,0,18,0,0,4594,0,3,3,0,0,2,0,32,0,0,1,0,1,1,0
0,1,36,0,2,3620,0,0,1,0,1,2,2,37,0,0,1,0,2,0,0
0,1,15,0,1,1721,0,3,2,0,0,3,1,36,0,0,1,0,1,0,0
0,2,12,0,2,3017,0,3,3,1,0,1,1,34,0,1,1,2,1,0,0
0,2,12,0,10,754,1,1,4,0,0,4,2,38,0,0,2,0,1,0,0
0,0,18,0,4,1950,0,2,4,0,0,1,0,34,2,0,2,0,1,1,0
0,1,24,0,3,2924,0,0,3,0,1,4,3,63,1,0,1,0,2,1,0
1,1,24,2,0,1659,0,3,4,1,0,2,0,29,0,1,1,1,1,1,0
0,0,48,2,0,7238,1,1,3,0,0,3,0,32,1,0,2,0,2,0,0
0,0,33,2,4,2764,0,0,2,1,0,2,0,26,0,0,2,0,1,1,0
0,0,24,2,3,4679,0,2,3,0,0,3,0,35,0,0,2,1,1,1,0
1,2,24,0,0,3092,2,3,3,2,0,2,0,22,0,1,1,0,1,1,0
1,1,6,0,6,448,0,3,4,1,0,4,2,23,0,0,1,0,1,0,0
1,1,9,0,1,654,0,0,4,0,0,3,0,28,0,0,1,1,1,0,0
0,0,6,0,10,1238,1,4,4,0,0,4,2,36,0,0,1,2,2,1,0
1,2,18,1,0,1245,0,0,4,2,0,2,0,33,0,0,1,0,1,0,0
1,1,18,4,2,3114,0,3,1,1,0,4,2,26,0,1,1,0,1,0,0
0,0,39,0,3,2569,3,0,4,0,0,4,0,24,0,0,1,0,1,0,0
0,3,24,0,0,5152,0,2,4,0,0,2,0,25,1,0,1,0,1,0,0
0,2,12,0,4,1037,2,2,3,0,0,4,1,39,0,0,1,1,1,0,0
0,1,15,1,2,1478,0,1,4,0,0,4,0,44,0,0,2,0,2,1,0
0,2,12,1,0,3573,0,0,1,1,0,1,1,23,0,0,1,1,1,0,0
0,2,24,0,1,1201,0,3,4,0,0,1,2,26,0,0,1,0,1,0,0
0,1,30,0,2,3622,4,1,4,1,0,4,2,57,0,1,2,0,1,1,0
0,0,15,2,2,960,4,2,3,1,0,2,2,30,0,0,2,0,1,0,0
0,0,12,1,1,1163,3,0,4,0,0,4,1,44,0,0,1,0,1,1,0
1,2,6,2,1,1209,0,4,4,0,0,4,2,47,0,0,1,2,1,1,0
0,0,12,0,0,3077,0,0,2,0,0,4,0,52,0,0,1,0,1,1,0
0,0,24,0,1,3757,0,1,4,1,2,4,3,62,0,2,1,0,1,1,0
0,0,10,0,1,1418,2,0,3,0,0,2,1,35,0,1,1,1,1,0,1
0,0,6,0,1,3518,0,0,2,0,1,3,2,26,0,1,1,0,1,0,0
0,0,12,1,0,1934,0,1,2,0,0,2,3,26,0,0,2,0,1,0,0
1,2,27,4,4,8318,0,1,2,1,0,4,3,42,0,2,2,2,1,1,0
0,0,6,1,0,1237,2,0,1,1,0,1,2,27,0,0,2,0,1,0,0
0,2,6,0,0,368,1,1,4,0,0,4,2,38,0,0,1,0,1,0,0
0,1,12,1,1,2122,0,0,3,0,0,2,1,39,0,1,2,1,2,0,1
1,1,24,0,2,2996,1,0,2,2,0,4,0,20,0,0,1,0,1,0,0
1,2,36,0,2,9034,2,3,4,0,2,1,3,29,0,1,1,2,1,1,0
0,0,24,1,2,1585,0,2,4,0,0,3,2,40,0,0,2,0,1,0,0
0,2,18,0,0,1301,0,1,4,2,1,2,1,32,0,0,1,1,1,0,0
0,3,6,1,1,1323,2,1,2,3,0,4,0,28,0,0,2,0,2,1,0
1,1,24,0,1,3123,0,3,4,1,0,1,2,27,0,0,1,0,1,0,0
0,1,36,0,3,5493,0,1,2,0,0,4,3,42,0,2,1,0,2,0,0
0,3,9,0,0,1126,2,1,2,3,0,4,1,49,0,0,1,0,1,0,0
1,2,24,1,0,1216,2,3,4,0,0,4,3,38,1,0,2,0,2,0,0
1,1,24,0,1,1207,0,3,4,1,0,4,2,24,0,1,1,0,1,0,0
1,0,10,0,1,1309,1,0,4,0,1,4,2,27,0,0,1,1,1,0,0
0,3,15,1,3,2360,3,0,2,0,0,2,0,36,0,0,1,0,1,1,0
1,2,15,3,1,6850,2,4,1,0,0,2,2,34,0,0,1,2,2,1,0
0,0,24,0,0,1413,0,0,4,2,0,2,2,28,0,0,1,0,1,0,0
0,0,39,0,3,8588,2,1,4,0,0,2,0,45,0,0,1,2,1,1,0
1,1,12,0,1,759,0,2,4,0,0,2,1,26,0,0,1,0,1,0,0
0,0,36,0,3,4686,0,0,2,0,0,2,3,32,0,2,1,2,1,1,0
0,3,15,0,4,2687,0,2,2,0,0,4,2,26,0,1,1,0,1,1,0
0,2,12,2,0,585,0,0,4,2,2,4,1,20,0,1,2,0,1,0,0
0,0,24,0,1,2255,1,3,4,0,0,1,2,54,0,0,1,0,1,0,0
0,1,6,1,1,609,0,2,4,1,0,3,2,37,0,0,2,0,1,0,1
0,1,6,1,1,1361,0,3,2,0,0,4,1,40,0,0,1,1,2,0,1
1,0,36,1,2,7127,0,3,2,1,0,4,2,23,0,1,2,0,1,1,0
0,1,6,0,1,1203,2,1,3,0,0,2,2,43,0,0,1,0,1,1,0
0,0,6,1,0,700,1,1,4,0,0,4,3,36,0,2,2,0,1,0,0
0,0,24,1,7,5507,0,1,3,0,0,4,3,44,0,2,2,0,1,0,0
1,1,18,0,0,3190,0,0,2,1,0,2,1,24,0,0,1,0,1,0,0
1,1,48,4,2,7119,0,0,3,0,0,4,3,53,0,2,2,0,2,0,0
0,0,24,0,3,3488,2,2,3,1,0,4,0,23,0,0,1,0,1,0,0
0,2,18,0,0,1113,0,0,4,1,1,4,1,26,0,0,1,1,2,0,0
0,2,26,0,3,7966,0,3,2,0,0,3,0,30,0,0,2,0,1,0,0
0,0,15,1,6,1532,2,0,4,1,0,3,0,31,0,0,1,0,1,0,0
0,0,4,1,0,1503,0,2,2,0,0,1,1,42,0,0,2,1,2,0,0
1,1,36,0,0,2302,0,0,4,3,0,4,0,31,0,1,1,0,1,0,0
0,1,6,0,1,662,0,3,3,0,0,4,1,41,0,0,1,1,2,1,0
0,2,36,0,6,2273,0,2,3,0,0,1,0,32,0,0,2,0,2,0,0
1,2,15,0,1,2631,2,0,2,1,0,4,0,28,0,1,2,0,1,1,0
0,0,12,2,3,1503,0,0,4,2,0,4,1,41,0,1,1,0,1,0,0
0,0,24,0,0,1311,2,2,4,2,0,3,2,26,0,0,1,0,1,1,0
0,0,24,0,0,3105,1,3,4,0,0,2,0,25,0,0,2,0,1,0,0
1,3,21,1,6,2319,0,3,2,3,0,1,0,33,0,1,1,0,1,0,0
0,1,6,0,1,1374,1,4,4,1,0,3,2,75,0,0,1,2,1,1,0
0,2,18,1,2,3612,0,1,3,1,0,4,2,37,0,0,1,0,1,1,0
1,1,48,0,1,7763,0,1,4,0,0,4,3,42,1,2,1,2,1,0,0
0,3,18,0,2,3049,0,3,1,1,0,1,2,45,2,0,1,1,1,0,0
1,2,12,0,0,1534,0,3,1,2,0,1,1,23,0,1,1,0,1,0,0
0,0,24,2,1,2032,0,1,4,0,0,4,3,60,0,2,2,0,1,1,0
1,1,30,0,2,6350,1,1,4,0,0,4,2,31,0,0,1,0,1,0,0
1,3,18,0,2,2864,0,0,2,0,0,1,1,34,0,0,1,1,2,0,0
0,0,12,1,1,1255,0,1,4,0,0,4,1,61,0,0,2,1,1,0,0
1,1,24,2,1,1333,0,4,4,0,0,2,1,43,0,2,2,0,2,0,0
0,0,24,1,1,2022,0,0,4,1,0,4,0,37,0,0,1,0,1,1,0
0,0,24,0,0,1552,0,2,3,0,0,1,0,32,1,0,1,0,2,0,0
1,1,12,3,0,626,0,0,4,1,0,4,1,24,1,0,1,1,1,0,0
0,0,48,1,3,8858,1,2,2,0,0,1,3,35,0,2,2,0,1,1,0
0,0,12,1,7,996,1,2,4,1,0,4,1,23,0,0,2,0,1,0,0
0,0,6,3,0,1750,3,1,2,0,0,4,2,45,1,0,1,1,2,0,0
1,1,48,0,0,6999,0,2,1,2,1,1,1,34,0,0,2,0,1,1,0
0,2,12,1,1,1995,2,3,4,0,0,1,0,27,0,0,1,0,1,0,0
0,2,9,0,6,1199,0,2,4,1,0,4,2,67,0,0,2,2,1,1,0
1,2,12,0,0,1331,0,3,2,0,0,1,0,22,2,0,1,0,1,0,0
1,2,18,4,1,2278,2,3,3,1,0,3,0,28,0,0,2,0,1,0,0
1,0,21,4,1,5003,1,0,1,1,0,4,2,29,1,0,2,0,1,1,0
1,1,24,3,2,3552,0,2,3,0,0,4,0,27,1,0,1,0,1,0,0
1,2,18,1,2,1928,0,3,2,0,0,2,1,31,0,0,2,1,1,0,0
0,1,24,0,3,2964,1,1,4,0,0,4,3,49,1,2,1,0,2,1,0
1,1,24,3,0,1546,0,2,4,0,1,4,0,24,1,1,1,1,1,0,0
0,3,6,2,0,683,0,3,2,1,0,1,2,29,1,0,1,0,1,0,0
1,2,36,0,1,12389,1,0,1,0,0,4,3,37,0,2,1,0,1,1,0
0,2,24,2,4,4712,1,0,4,0,0,2,2,37,1,0,2,2,1,1,0
0,2,24,2,0,1553,2,2,3,1,0,2,2,23,0,1,2,0,1,1,0
1,1,12,0,1,1372,0,2,2,3,0,3,0,36,0,0,1,0,1,0,0
0,0,24,1,0,2578,4,1,2,0,0,2,0,34,0,0,1,0,1,0,0
0,2,48,0,0,3979,1,2,4,0,0,1,0,41,0,0,2,0,2,1,0
1,1,48,0,0,6758,0,0,3,1,0,2,0,31,0,0,1,0,1,1,0
1,1,24,0,2,3234,0,3,4,1,0,4,1,23,0,1,1,1,1,1,0
0,0,30,1,0,5954,0,2,3,0,2,2,0,38,0,0,1,0,1,0,0
0,0,24,0,3,5433,1,4,2,1,0,4,2,26,0,1,1,2,1,1,0
0,1,15,0,4,806,0,0,4,1,0,4,2,22,0,0,1,1,1,0,0
0,2,9,0,0,1082,0,1,4,0,0,4,0,27,0,0,2,1,1,0,0
0,0,15,1,2,2788,0,2,2,1,2,3,0,24,1,0,2,0,1,0,0
0,2,12,0,0,2930,0,2,2,1,0,1,1,27,0,0,1,0,1,0,0
0,0,24,1,6,1927,1,0,3,1,0,2,0,33,0,0,2,0,1,1,0
1,2,36,1,1,2820,0,3,4,3,0,4,0,27,0,0,2,0,1,0,0
0,0,24,0,10,937,0,3,4,2,0,3,0,27,0,0,2,1,1,0,0
1,2,18,1,1,1056,0,1,3,0,1,3,1,30,1,0,2,0,1,0,0
0,2,12,1,1,3124,0,3,1,0,0,3,1,49,1,0,2,1,2,0,0
0,0,9,0,2,1388,0,0,4,1,0,2,1,26,0,1,1,0,1,0,0
1,2,36,0,7,2384,0,3,4,0,0,1,3,33,0,1,1,1,1,0,0
0,0,12,0,1,2133,1,1,4,1,0,4,3,52,0,2,1,2,1,1,0
1,1,18,0,2,2039,0,0,1,1,0,4,1,20,1,1,1,0,1,0,0
0,1,9,1,1,2799,0,0,2,0,0,2,1,36,0,1,2,0,2,0,0
0,1,12,0,2,1289,0,0,4,0,1,1,2,21,0,0,1,1,1,0,0
1,1,18,0,8,1217,0,0,4,2,0,3,1,47,0,0,1,1,1,1,0
1,1,12,1,2,2246,0,1,3,0,0,3,2,60,0,0,2,0,1,0,0
0,1,12,1,0,385,0,2,4,1,0,3,1,58,0,0,4,1,1,1,0
0,2,24,2,1,1965,1,0,4,1,0,4,0,42,0,1,2,0,1,1,0
0,0,21,0,4,1572,4,1,4,1,0,4,1,36,1,0,1,1,1,0,0
1,2,24,0,1,2718,0,0,3,1,0,4,2,20,0,1,1,1,1,1,0
1,1,24,3,9,1358,1,1,4,0,0,3,0,40,2,0,1,2,1,1,0
1,2,6,3,1,931,2,3,1,1,0,1,2,32,2,0,1,1,1,0,0
1,1,24,0,1,1442,0,2,4,1,0,4,0,23,0,1,2,0,1,0,0
1,2,24,4,4,4241,0,0,1,0,0,4,1,36,0,0,3,1,1,1,0
1,0,18,1,1,2775,0,2,2,0,0,2,2,31,1,0,2,0,1,0,0
0,0,24,2,4,3863,0,0,1,0,0,2,3,32,0,2,1,0,1,0,0
0,2,7,0,0,2329,0,3,1,1,1,1,1,45,0,0,1,0,1,0,0
1,2,9,0,2,918,0,0,4,1,0,1,2,30,0,0,1,0,1,0,0
1,2,24,3,6,1837,0,2,4,1,0,4,3,34,1,2,1,1,1,0,0
1,0,36,0,2,3349,0,0,4,1,0,2,0,28,0,0,1,2,1,1,0
0,3,10,0,2,1275,0,3,4,1,0,2,2,23,0,0,1,0,1,0,0
0,1,24,3,2,2828,3,0,4,0,0,4,1,22,2,0,1,0,1,1,0
0,0,24,1,4,4526,0,0,3,0,0,2,1,74,0,0,1,2,1,1,0
1,2,36,0,0,2671,2,0,4,1,2,4,3,50,0,2,1,0,1,0,0
0,0,18,0,0,2051,0,3,4,0,0,1,1,33,0,0,1,0,1,0,0
0,0,15,0,3,1300,1,1,4,0,0,4,3,45,1,2,1,0,2,0,0
1,1,12,0,8,741,2,4,4,1,0,3,2,22,0,0,1,0,1,0,0
1,3,10,0,1,1240,2,1,1,1,0,4,3,48,0,2,1,1,2,0,0
0,1,21,0,0,3357,4,3,4,1,0,2,0,29,1,0,1,0,1,0,0
0,1,24,3,3,3632,0,0,1,1,1,4,0,22,1,1,1,0,1,0,1
1,0,18,2,2,1808,0,2,4,1,0,1,1,22,0,0,1,0,1,0,0
0,2,48,4,4,12204,1,0,2,0,0,2,0,48,1,0,1,2,1,1,0
0,2,60,2,0,9157,1,0,2,0,0,2,3,27,0,2,1,2,1,0,0
0,1,6,1,1,3676,0,0,1,0,0,3,1,37,0,1,3,0,2,0,0
1,2,30,0,2,3441,2,0,2,1,2,4,0,21,0,1,1,0,1,0,0
0,0,12,0,1,640,0,0,4,3,0,2,1,49,0,0,1,1,1,0,0
0,2,21,1,4,3652,0,2,2,0,0,3,2,27,0,0,2,0,1,0,0
1,0,18,1,1,1530,0,0,3,0,0,2,2,32,1,0,2,0,1,0,0
1,0,48,0,4,3914,1,0,4,3,0,2,1,38,1,0,1,0,1,0,0
0,1,12,0,2,1858,0,3,4,1,0,1,0,22,0,1,1,0,1,0,0
1,1,18,0,0,2600,0,0,4,0,0,4,3,65,0,2,2,0,1,0,0
0,0,15,0,0,1979,1,1,4,0,0,2,0,35,0,0,1,0,1,0,0
0,3,6,0,2,2116,0,0,2,0,0,2,1,41,0,0,1,0,1,1,0
1,2,9,3,1,1437,2,2,2,0,0,3,3,29,0,0,1,0,1,0,0
0,0,42,1,2,4042,3,0,4,0,0,4,1,36,0,0,2,0,1,1,0
0,0,9,0,6,3832,1,1,1,0,0,4,1,64,0,0,1,1,1,0,0
0,1,24,0,0,3660,0,0,2,1,0,4,0,28,0,0,1,0,1,0,0
1,1,18,3,2,1553,0,0,4,0,0,3,0,44,1,0,1,0,1,0,0
0,2,15,0,0,1444,1,3,4,0,0,1,2,23,0,0,1,0,1,0,0
1,0,9,0,2,1980,0,3,2,1,2,2,0,19,0,1,2,0,1,0,0
1,2,24,0,1,1355,0,3,3,1,0,4,0,25,0,0,1,1,1,1,0
0,0,12,0,6,1393,0,1,4,0,0,4,2,47,1,0,3,0,2,1,0
0,0,24,0,0,1376,3,2,4,1,0,1,0,28,0,0,1,0,1,0,0
0,0,60,2,0,15653,0,2,2,0,0,4,0,21,0,0,2,0,1,1,0
0,0,12,0,0,1493,0,3,4,1,0,3,0,34,0,0,1,0,2,0,0
1,1,42,2,0,4370,0,2,3,0,0,2,2,26,1,0,2,0,2,1,0
1,1,18,0,6,750,0,4,4,1,0,1,1,27,0,0,1,3,1,0,0
0,2,15,0,7,1308,0,1,4,0,0,4,0,38,0,0,2,1,1,0,0
1,0,15,0,6,4623,2,0,3,0,0,2,2,40,0,0,1,2,1,1,0
0,0,24,1,0,1851,0,2,4,2,1,2,0,33,0,0,2,0,1,1,0
0,1,18,1,0,1880,0,2,4,2,0,1,2,32,0,0,2,2,1,1,0
1,0,36,2,4,7980,1,3,4,0,0,4,0,27,0,1,2,0,1,1,0
0,1,30,4,2,4583,0,0,2,3,1,2,1,32,0,0,2,0,1,0,0
