price,year,age,beds,baths,home_size,parcel_size,pool,dist_cbd,dist_lakes,x_coord,y_coord
201699,2001,0,4,3.0,2496,7423,0,21690.14,3413.61,509441.3,1464595
256971,2003,0,4,3.0,3057,13005,0,26197.73,1196.89,485330.2,1601395
215818,2004,0,4,3.5,2762,7200,0,23347.12,711.49,468697.6,1492407
284887,2004,14,3,2.0,2607,17750,0,9809.39,356.99,537962.6,1563139
143895,2003,0,3,2.0,1764,5506,0,15463.52,865.38,584530.6,1541398
61134,2000,41,3,1.0,1957,10202,0,8676.7,502.2,535191.8,1502623
338469,2003,0,5,4.0,4009,17648,1,19945.88,333.34,486809.1,1486616
237982,2004,0,5,3.0,2723,8888,1,21188.01,7893.9,528922.0,1461812
360315,2004,4,4,3.5,3661,15269,1,17952.12,265.96,476228.9,1525056
155493,2004,23,4,2.5,2309,20118,0,8325.56,72.61,517346.5,1552091
129554,2003,6,4,2.0,1371,10644,0,13645.25,145.49,493989.6,1549457
261951,2004,0,5,3.0,2224,11625,1,21349.0,1638.73,604717.1,1526000
116830,2002,43,3,2.0,1373,8497,1,7888.69,1230.29,560323.4,1526546
94087,2001,38,3,2.0,1613,10973,1,10966.24,2654.82,565194.1,1511765
81768,2003,8,4,1.0,956,6821,0,7056.33,1335.96,512607.3,1524602
145621,2003,0,4,2.0,1470,5090,0,14583.39,5459.51,578494.8,1511483
77274,2002,31,3,1.0,1045,11989,0,7203.49,1315.29,512483.3,1523399
190239,2004,0,4,2.0,2116,6001,0,21453.32,920.98,464696.9,1537309
161982,2004,0,3,2.0,1546,7981,0,14723.14,2003.26,583031.9,1527622
305274,2004,4,4,3.0,3032,15301,1,25550.03,1075.42,490474.2,1602256
174561,2003,39,3,2.0,1777,14250,0,6510.52,98.0,535733.6,1552446
176357,2004,0,3,2.0,1538,5502,0,22702.69,353.83,460672.8,1523929
174688,2002,7,4,2.0,2153,7419,0,17499.66,758.2,592049.9,1526081
200967,2005,7,3,2.0,1956,7222,0,15553.56,1038.27,583603.6,1546179
171331,2003,24,2,2.5,1692,2765,0,2995.85,389.01,525791.3,1534953
370626,2001,0,4,3.5,3286,15340,0,20047.08,360.24,479282.9,1495847
167384,2004,0,3,2.0,1557,5587,0,11612.08,383.97,513777.6,1562861
107493,2003,0,3,2.0,1141,12697,0,26843.61,3200.18,622820.6,1535604
115376,2003,15,3,2.0,1216,9090,0,16900.58,937.22,590257.4,1528841
45240,2003,45,3,1.0,840,6268,0,12006.87,3425.96,514038.3,1497627
100226,2003,0,2,2.5,1216,721,0,10227.48,184.52,518219.3,1560262
103149,2001,19,2,2.0,1268,6307,0,16141.74,3462.87,513891.8,1482437
184049,2004,4,3,2.0,1565,6306,0,22307.44,1662.65,606784.7,1517554
82356,2002,22,2,1.0,1118,7744,0,13167.26,2596.31,545480.9,1489215
142396,2004,12,3,2.0,1619,5800,0,16706.41,5230.07,531176.4,1476390
337502,2004,9,4,2.0,2162,8797,1,11969.22,609.88,496466.5,1522680
96126,2001,21,2,2.0,1554,6269,0,16339.7,2701.46,511426.3,1482851
191964,2002,3,4,2.0,2353,9447,1,20681.07,7976.45,526769.9,1463704
96696,2003,23,2,1.0,988,7153,0,9851.64,2283.28,517077.0,1504079
118803,2001,12,3,2.0,1374,5142,0,14597.12,275.16,578715.6,1550325
192079,2004,4,3,2.5,1945,12696,0,23550.81,432.47,486285.9,1591239
65273,2000,29,3,1.0,1040,10830,0,9791.72,957.44,565015.1,1542141
175227,2004,0,3,2.0,1631,5698,0,14045.5,5516.19,577016.4,1512503
132955,2004,13,3,2.0,1571,5201,0,16846.18,622.41,499098.3,1573283
137042,2000,15,3,2.0,1658,10918,0,14053.15,268.32,496749.7,1505086
242255,2004,34,4,2.0,1827,9073,0,10911.07,976.39,547185.8,1564710
223717,2001,0,5,4.0,2836,15316,1,15978.41,2000.13,586092.2,1520014
75044,2002,56,2,1.0,1118,14757,0,6092.37,186.82,528364.4,1550017
126259,2001,3,3,2.0,1841,7399,0,19747.76,859.05,596456.3,1551184
76862,2000,52,3,2.0,1240,5998,0,3733.83,680.55,529395.5,1520117
237630,2005,22,3,2.0,1832,14005,1,12939.59,85.75,499154.9,1508070
365173,2001,11,3,3.5,2391,19476,1,6821.08,72.01,546911.3,1549948
197426,2004,10,4,2.0,2123,10736,0,18597.56,1958.56,595768.0,1527523
108084,2003,31,3,1.0,1225,10154,0,3901.7,197.46,538716.4,1518894
118370,2002,11,3,2.0,1410,9556,0,17296.9,5518.02,528311.2,1474706
119429,2001,10,4,2.0,1628,8640,0,13462.79,785.37,578739.1,1536077
516669,2004,34,3,2.5,2351,13634,0,5149.94,187.92,543871.1,1545382
198504,2003,0,3,2.0,2844,8260,0,20800.19,8104.45,528311.8,1463145
90993,2000,0,3,2.0,1134,5399,0,9725.02,1401.62,562385.3,1514981
149718,2002,27,4,2.0,1926,7665,0,2181.29,1124.96,541728.6,1533033
166705,2000,7,4,2.5,2478,9378,0,17664.42,983.37,592396.4,1524183
176238,2001,0,4,2.0,2272,7803,0,20264.38,876.6,601311.1,1529033
123033,2003,0,3,2.0,1496,6960,0,22140.72,401.66,489573.3,1587944
398443,2002,4,5,4.0,4072,15780,1,12131.49,23.67,497852.7,1516352
237922,2004,0,5,3.0,2731,6608,0,16458.48,1191.9,588078.5,1521987
194292,2004,14,3,2.0,1738,8377,0,12052.99,62.5,495463.6,1534915
170223,2004,6,3,2.0,1654,5002,0,15676.8,1098.18,583991.1,1546295
65162,2002,22,2,1.0,992,6123,0,12130.39,3209.39,513142.3,1497716
131616,2001,48,2,1.0,990,6903,0,3069.41,77.55,543683.3,1535916
208157,2004,0,4,3.5,2802,5001,0,13898.07,3642.24,579016.6,1519756
54077,2001,36,3,1.0,984,7047,0,3663.27,415.59,539835.9,1520164
111059,2003,0,3,2.0,1102,6601,0,6738.29,1156.55,513115.7,1526942
181191,2002,32,4,2.0,1944,12293,1,10870.04,89.63,550720.1,1563042
113979,2003,23,3,2.0,1617,9002,0,8971.05,676.18,514125.6,1552024
65512,2002,43,3,2.0,1218,7788,0,8989.59,498.06,510231.3,1547378
167588,2002,5,4,2.5,2666,10595,0,14026.25,280.42,490468.0,1543367
186493,2004,18,2,1.5,1238,5612,0,1333.66,126.61,531797.6,1534248
133310,2003,9,3,2.0,1457,5305,0,12276.31,1435.47,574868.3,1535667
121274,2001,0,3,2.0,1408,5505,0,14520.88,286.45,579428.4,1547912
67784,2001,31,3,1.0,1025,9113,0,9942.87,900.9,565147.8,1543184
227808,2002,0,5,3.0,2790,6932,0,21156.41,3366.13,509954.3,1466275
81537,2004,41,3,1.5,1249,8033,0,7571.61,900.78,512229.3,1541423
115200,2001,0,3,2.0,1260,4605,0,23683.57,128.05,458079.8,1518803
243057,2000,0,5,4.0,3363,8832,0,20501.33,8021.61,527189.4,1464249
121618,2003,0,3,2.0,1398,4600,0,23596.98,758.57,458033.7,1521124
221115,2001,0,4,3.5,2269,9735,0,19979.43,889.25,600402.3,1530232
68166,2001,71,2,1.0,1436,15599,0,15858.8,111.18,484148.1,1542916
254991,2005,35,3,1.0,1486,7333,1,2472.28,942.32,542948.8,1530943
201117,2004,19,3,3.0,2182,9888,0,5323.83,590.44,551425.4,1525612
134474,2000,0,3,2.0,1463,5852,0,19993.98,3343.29,545128.6,1466290
149187,2004,5,3,2.5,1471,4620,0,20918.9,5621.66,536425.0,1462461
164629,2004,3,4,2.0,1722,8656,0,14300.31,2155.63,581702.5,1528593
111661,2001,13,3,2.0,1539,7755,0,17889.98,5353.89,520770.5,1474093
263897,2003,0,4,2.5,3419,8399,0,20697.97,8109.58,528325.9,1463481
111497,2005,16,3,2.5,1168,1800,0,15599.16,3523.6,522996.4,1481290
248707,2005,1,4,2.0,2441,8232,0,21329.74,1710.88,584475.8,1481738
193012,2002,0,4,2.0,2197,5500,0,23543.58,482.6,457939.1,1523596
177989,2004,0,3,2.0,1709,7774,0,23392.82,450.48,611077.2,1522064
131664,2000,5,3,2.0,1661,5387,0,17686.16,1796.78,592880.5,1530750
257309,2004,0,4,2.0,2516,8529,0,21245.07,415.33,469500.6,1506749
156221,2005,14,3,2.0,1640,6556,0,14739.56,884.1,504201.5,1568536
107924,2000,9,3,2.0,1458,7646,0,15604.74,481.09,582275.7,1550395
149240,2000,9,4,2.5,2128,5537,0,17666.8,1212.47,592745.7,1528203
29146,2002,22,3,1.0,928,6835,0,5387.09,810.89,519296.9,1522665
148752,2002,47,2,1.0,816,6667,0,1534.46,702.97,539758.9,1532161
174814,2003,9,3,2.0,1654,7354,0,12738.89,407.78,493984.2,1522207
202173,2001,0,4,2.0,2376,7164,0,20200.86,2603.84,600641.9,1523030
577419,2000,6,4,4.5,5305,43880,1,18833.85,163.89,474764.3,1516536
142876,2000,5,3,2.0,1810,5020,0,15080.81,393.04,580399.5,1550429
202524,2003,48,3,1.0,1243,10200,0,7052.73,477.57,550734.9,1547920
114734,2004,5,3,1.0,1108,8775,0,15251.57,388.29,487809.4,1548243
425354,2001,0,4,4.0,3703,13536,1,20135.73,267.78,478879.7,1495941
267016,2001,22,3,2.0,2247,18457,1,16977.57,98.81,490234.5,1497701
252322,2001,0,4,3.0,2808,15300,0,26056.66,1385.18,486634.8,1601736
249176,2004,0,4,2.5,2648,10430,1,22160.68,306.24,466825.1,1505326
84368,2002,28,2,1.0,851,7389,0,10425.08,2699.53,515494.9,1502874
96599,2004,10,2,1.0,804,6736,0,11258.7,552.35,513431.6,1561217
165409,2000,0,3,2.0,1741,8001,0,14454.05,433.44,492701.2,1552891
122174,2003,0,3,2.0,1313,6341,0,23185.88,2349.18,609127.0,1514625
140885,2003,19,3,2.0,1596,13025,0,11910.3,4300.82,573516.9,1525461
154339,2004,0,3,2.0,1685,8154,0,13821.0,394.72,491623.4,1544900
221614,2003,1,4,2.0,2886,14736,0,15092.28,494.58,491380.5,1554879
99189,2000,11,3,2.0,1489,6741,0,6686.49,1173.04,555076.8,1522618
114089,2001,15,4,2.0,1374,13713,1,13292.98,126.49,491932.0,1539005
152900,2005,23,3,2.0,1188,7654,0,6124.28,355.9,546005.6,1514387
112471,2000,18,3,2.0,1923,15521,0,13177.77,3062.32,578008.6,1528524
79186,2004,30,5,4.0,1856,51995,0,27409.65,1341.9,624133.9,1541972
164712,2002,0,3,2.0,1851,9906,0,24054.95,946.8,484780.9,1592148
295386,2000,17,4,2.0,2538,15964,1,4699.28,95.43,545427.3,1542309
258041,2005,0,3,2.0,2532,6036,0,19318.13,1256.14,579457.6,1486057
236739,2004,0,4,2.0,3677,5509,0,14430.88,5944.94,577397.0,1510320
155824,2002,23,3,2.0,1903,12619,0,12465.5,340.23,570859.0,1550491
170514,2001,43,5,3.0,2720,26317,0,9615.36,1235.52,503538.7,1535136
125904,2004,18,3,1.5,1234,13282,0,9953.26,2647.09,515940.7,1504451
107976,2003,8,4,2.0,1186,3750,0,11627.62,2103.54,572824.8,1534726
235684,2005,1,4,2.5,2614,6741,0,22798.92,272.96,609280.3,1523555
133959,2000,5,4,2.5,2293,8225,0,21713.49,4192.56,541067.4,1460108
131580,2003,12,3,2.0,1700,10798,0,13273.32,938.95,578165.8,1535598
236975,2004,36,2,1.0,1490,116899,0,23740.0,38.78,464402.0,1498349
360395,2004,0,4,3.5,2665,7318,0,5262.59,650.77,549320.8,1540506
145436,2000,2,4,2.0,1942,8279,0,19711.77,1376.41,599482.6,1528633
86186,2002,21,3,2.0,1426,10618,0,11088.1,542.34,504903.4,1551793
38526,2002,41,3,1.0,720,12361,0,24773.4,222.21,493416.5,1601061
170623,2002,32,2,1.0,1186,7471,0,2926.48,321.2,536372.4,1521617
166811,2001,0,4,2.5,2246,5241,0,11424.89,180.77,516705.3,1563918
124967,2004,0,3,2.0,1050,10758,0,18289.73,618.89,481930.5,1559454
173706,2001,12,3,2.0,1598,3619,0,15364.94,990.53,496441.1,1498407
61457,2001,37,3,1.0,1058,10130,0,8656.42,701.9,529450.1,1503203
352696,2004,8,4,2.5,3135,8273,1,12561.91,517.47,494671.9,1521795
156837,2002,0,3,2.0,2011,5500,0,16109.44,2278.92,586276.0,1518881
116525,2000,14,3,2.0,1365,7707,1,16153.54,4093.56,520844.1,1479962
291242,2003,9,5,3.5,3160,9930,1,11777.55,683.07,497153.2,1522492
104500,2000,16,3,2.0,1316,8103,0,11584.54,657.31,497473.1,1538133
206885,2004,0,3,2.0,1886,5640,0,22654.59,307.92,460852.3,1523723
127372,2001,0,4,2.0,1975,9847,0,29462.75,3180.61,630371.3,1516162
110019,2002,16,3,2.5,1572,7200,1,12230.85,231.02,506957.9,1559978
168464,2002,0,3,2.0,1582,5775,0,10851.15,196.49,503730.3,1513757
429232,2000,15,5,4.5,3908,31835,1,15921.21,142.34,490879.4,1502939
235989,2000,1,3,2.0,1712,5089,0,3088.72,646.85,530048.4,1540035
106866,2004,37,4,2.0,1590,7150,0,9643.29,1044.02,532356.2,1499546
347115,2002,0,4,3.0,2523,11611,0,20268.3,202.59,478283.6,1496074
227482,2000,0,4,3.0,3312,14400,1,18001.54,209.58,476077.9,1524941
126623,2001,19,3,2.0,1612,6270,0,16272.81,3333.15,513433.2,1482167
151982,2000,1,3,2.5,1638,1624,0,10650.03,216.15,529395.3,1565628
130698,2004,36,2,1.0,1675,10152,0,3531.83,222.69,542504.2,1522405
132403,2002,0,3,2.0,1632,7316,0,21382.31,975.21,601013.8,1554447
180426,2002,0,4,2.5,2510,8190,0,20965.2,6307.38,534159.3,1462294
271629,2001,0,4,3.0,3492,12062,0,23030.47,793.19,459756.4,1522375
69285,2000,15,3,2.0,1092,7000,0,19689.57,1326.83,598199.4,1543783
119497,2002,30,3,1.5,1114,6600,0,10996.53,514.46,568228.4,1544790
194926,2003,1,3,2.0,2134,7377,0,20427.11,173.93,484564.3,1486745
147011,2001,5,3,2.0,1654,5554,0,9370.08,1099.06,561975.1,1516634
345183,2003,0,4,2.5,3834,14667,1,13213.4,4936.85,570527.1,1506465
191138,2004,6,4,2.0,1994,6526,0,22205.69,3845.71,510340.6,1462460
166602,2000,10,4,2.5,2239,11253,0,22473.96,5720.15,515924.6,1459810
214388,2001,12,4,3.0,1999,12762,1,20266.96,1268.01,505763.5,1590923
75226,2000,15,3,2.0,1179,6063,0,9348.11,734.21,504372.2,1527465
236220,2001,0,5,3.0,3207,7966,0,22679.43,1814.19,607841.6,1516589
119344,2000,0,3,2.5,1455,2340,0,20549.53,5822.04,535901.3,1463663
118872,2001,10,3,2.0,1647,7663,0,15137.97,2099.47,583655.7,1521878
112761,2004,44,3,1.0,1160,9011,0,8102.43,813.82,561413.9,1530227
139531,2004,0,3,2.0,1484,5222,0,14846.3,4208.09,580790.9,1514902
189161,2002,0,4,3.0,2347,10677,0,20088.44,7507.87,530556.1,1465307
151026,2001,3,4,2.0,1952,4999,0,19908.47,1265.78,600120.3,1528424
229289,2003,18,5,2.0,1606,6635,0,1665.19,164.5,540060.6,1529493
194975,2004,1,4,2.5,2522,7069,0,14581.34,181.98,490867.3,1549976
191335,2002,0,3,2.0,2197,7213,0,23433.0,666.64,458347.4,1523138
218826,2004,0,3,2.0,2400,15065,0,21619.64,1514.17,585565.3,1481488
224852,2005,25,3,1.5,1334,10196,0,3718.06,264.93,528118.8,1541285
529174,2004,2,4,3.0,3948,12080,1,19216.51,2595.61,597256.1,1522080
112973,2001,13,3,2.0,1441,8250,0,17727.58,5702.51,523945.0,1473945
184842,2001,0,4,2.0,1982,10645,0,20737.53,2195.6,602227.2,1521580
272869,2004,14,2,1.0,2510,4850,0,1933.05,831.33,541128.3,1531910
111124,2003,23,2,2.0,1254,7509,0,16254.39,2612.54,511214.4,1483266
146948,2003,10,4,2.5,1939,5294,1,20493.43,4783.89,539399.0,1463994
245820,2004,2,5,3.0,2796,9042,1,21002.78,85.67,603766.6,1531125
368756,2004,1,4,3.5,3482,7500,0,3133.94,393.54,542026.8,1538447
188426,2005,6,4,2.5,1822,7756,1,20407.66,5241.62,537908.6,1464191
88961,2002,43,3,2.0,1175,8497,0,10768.72,3157.23,570146.6,1529588
124932,2001,21,3,2.0,1601,11081,1,10734.74,3721.77,569472.3,1524650
167663,2004,0,4,2.5,2815,5500,0,16846.54,6184.93,540305.5,1476079
212882,2000,0,4,3.0,2548,28226,0,25862.76,1412.93,487388.9,1601478
134772,2000,0,4,2.0,1797,10549,0,14232.17,1845.51,581540.5,1530400
103645,2001,15,3,2.0,1218,5200,0,12215.23,1546.52,574706.4,1535290
61725,2001,38,2,1.0,936,8273,0,11223.64,2898.7,566362.5,1512046
103814,2004,21,2,2.0,1276,8484,0,12373.96,367.64,507827.0,1561425
124812,2003,13,3,2.0,1443,5437,0,14685.95,2292.62,582351.7,1523010
235602,2004,1,4,2.0,1959,9472,1,9404.81,285.62,507061.8,1517633
297630,2002,0,4,3.0,3553,22501,0,26810.19,2335.28,487676.8,1605382
305207,2003,11,4,2.0,3429,26723,1,11456.56,4009.82,571124.5,1521253
85720,2003,23,2,1.5,1296,8006,0,10451.16,355.97,505169.4,1548301
187712,2004,4,3,2.0,1570,6828,0,21882.11,3774.49,510414.8,1463561
142040,2000,0,3,2.0,1952,5503,0,13945.73,780.84,578616.3,1544440
109095,2001,37,3,1.5,1374,10253,1,6397.53,711.56,555761.3,1529366
177923,2004,0,3,2.0,1640,6249,0,19867.27,89.96,469699.8,1528024
75780,2002,21,3,1.0,1000,7967,0,18171.61,1050.9,502058.6,1580918
93425,2002,29,2,1.0,1305,10523,0,7387.88,435.51,559081.3,1531396
246660,2004,0,4,2.5,2773,9168,0,22002.88,1082.85,585997.3,1480135
145633,2002,0,3,2.0,1442,6602,0,17144.98,307.96,507116.7,1580068
264232,2002,0,3,2.0,2526,8755,0,16870.63,288.85,479816.8,1524890
268876,2001,36,4,2.5,2515,10325,0,10058.61,251.59,544251.9,1562739
140726,2003,4,3,2.0,1261,11101,0,11541.9,98.04,497203.9,1526775
151876,2004,0,2,2.0,1130,4162,0,23332.97,1853.07,609964.9,1516270
75095,2003,19,3,2.0,1354,7324,0,9958.52,162.45,518450.8,1559377
181330,2003,4,3,2.5,1640,2002,0,10603.91,207.81,529402.8,1565472
483595,2004,5,4,3.0,2855,51971,1,14660.61,701.59,493565.5,1506370
243111,2000,16,4,3.0,2416,16416,1,15835.7,614.26,494219.9,1498672
157824,2004,6,3,2.0,1702,8400,0,22478.13,100.26,461148.4,1534622
119631,2003,6,3,2.0,1195,6299,0,19491.3,1211.6,597312.2,1544841
120406,2004,7,3,2.0,1345,5366,0,19757.15,1100.13,469997.0,1531755
96189,2000,3,3,2.0,1442,9731,0,20131.25,454.87,599009.9,1546814
107385,2003,6,3,2.0,1017,4000,0,11685.91,1982.0,572965.1,1535236
122739,2003,0,3,2.0,1496,5000,0,16056.35,820.86,585955.9,1543891
70017,2004,10,3,2.0,960,51499,0,19741.51,1381.68,599541.2,1534433
219625,2003,6,3,2.0,1796,207923,0,29655.09,4159.03,629396.4,1508057
74064,2000,38,3,1.0,1158,6051,0,9464.28,687.48,503904.6,1528264
151820,2000,11,3,2.0,2041,12446,1,12974.81,19.01,492552.5,1536134
149437,2003,0,3,2.0,1424,5209,0,20901.99,3588.18,543211.1,1463011
116891,2000,0,4,2.5,1445,4922,0,18896.29,4332.07,543435.3,1469680
57458,2002,46,2,1.0,1084,6867,0,4713.81,830.1,537566.4,1546325
138360,2001,11,3,2.0,2030,6373,0,17618.84,5848.95,528442.8,1473628
149374,2004,1,3,2.0,1222,6210,0,22319.15,594.67,462236.6,1521356
111467,2000,10,3,2.0,1401,5250,0,18437.54,6448.76,524639.8,1471452
260049,2004,8,4,3.0,2712,8826,0,7614.79,666.12,551450.9,1512429
2088746,2000,5,5,4.5,6115,40620,1,15246.84,233.45,489163.8,1510654
133560,2000,3,3,2.0,1956,5490,0,19869.8,1295.39,599993.2,1528420
80825,2001,18,3,2.0,1092,7366,0,15910.32,740.97,485971.4,1549505
124792,2000,16,3,2.0,1885,10891,0,11833.54,3034.4,573657.0,1529964
228666,2004,24,3,1.0,1741,72930,1,11453.66,3394.42,569591.8,1516776
103793,2003,44,3,2.0,1553,16232,0,10235.23,34.26,540144.6,1497976
199048,2003,4,4,2.0,2722,5250,1,19976.39,8015.87,527855.3,1465909
271180,2003,0,4,3.0,2411,8621,1,14310.24,5087.49,570635.3,1500697
93786,2003,19,3,2.0,1379,18266,0,10993.64,178.11,517308.5,1562635
159980,2004,24,5,3.0,2157,8760,0,13546.69,1662.36,579245.3,1533221
150566,2002,0,4,2.0,1828,9607,0,13524.06,648.53,497821.3,1555590
119569,2001,14,3,2.0,1705,11689,0,15670.81,486.37,582809.6,1549637
414390,2002,11,5,4.0,3451,15403,1,18375.09,461.18,493878.7,1486834
117823,2005,44,3,2.0,1095,9994,0,11896.12,114.16,499155.4,1546958
91337,2000,12,3,2.0,1147,11013,0,11141.99,111.95,502434.4,1548080
169919,2001,0,4,2.0,2066,9200,0,12512.29,4498.23,574977.6,1522437
148103,2001,17,3,2.5,1968,32324,0,18772.31,38.85,503670.8,1584263
142224,2003,0,4,2.0,1661,4956,0,17842.38,1799.49,593386.8,1532033
170180,2000,0,6,4.0,3498,5819,0,19182.46,7497.5,529693.6,1468352
237164,2004,11,3,2.0,2028,14337,1,18867.27,642.61,506507.3,1586159
161786,2004,0,3,2.5,2222,5130,0,20026.38,1344.41,599413.1,1543333
118749,2001,52,3,1.0,1117,11304,0,3395.83,462.78,542814.0,1538880
154037,2004,14,3,2.0,1852,10672,1,7663.38,732.76,550728.7,1511604
165642,2001,0,3,2.0,2874,8908,0,14544.17,506.83,579231.7,1548651
161997,2001,6,4,2.5,1825,7489,0,9223.54,996.56,561735.1,1517212
116768,2001,0,3,2.0,1503,5467,0,13992.4,2469.41,580666.4,1528185
86243,2003,5,3,2.0,1136,5366,0,10198.65,147.0,505093.1,1546449
234203,2000,10,3,2.75,2194,3275,0,14677.1,29.86,499647.1,1498204
195149,2001,0,4,3.0,2630,8847,0,21004.53,6263.78,534293.9,1462164
179629,2001,6,3,2.0,1658,11695,0,2654.34,287.24,535972.6,1539735
178335,2000,0,4,2.0,2075,6671,1,20118.37,777.01,600856.9,1530135
113000,2002,14,3,2.0,1501,12337,0,12795.49,707.9,497226.4,1549779
127771,2000,13,3,2.0,1860,9713,0,17472.81,624.74,505670.6,1580472
97198,2001,17,4,2.0,1568,10996,0,9669.98,1939.43,504364.1,1539966
263712,2004,0,4,3.0,2372,10100,1,18670.18,592.73,477910.7,1553770
80540,2002,17,3,1.5,1000,7150,0,11588.13,3267.84,567835.6,1512191
701648,2004,45,5,4.5,4742,22572,0,1803.12,214.32,537055.4,1525612
122698,2001,9,3,2.0,1828,8537,0,21602.97,208.47,483767.5,1580279
131764,2005,8,3,2.0,1266,7955,0,15577.9,674.25,498971.6,1567534
217479,2001,0,4,3.0,2875,8513,0,21470.66,1785.21,604329.9,1519433
244334,2001,0,4,2.0,2112,12501,0,20334.59,1939.32,601304.1,1525107
666789,2004,3,4,4.0,3436,17018,1,19905.95,110.43,478758.3,1497582
125565,2003,0,2,2.0,1106,2898,0,22553.52,314.91,608367.6,1522608
271811,2002,0,4,3.0,2822,10814,0,20636.52,7778.67,529428.3,1463586
159010,2002,48,3,1.5,1538,10799,1,4193.51,112.4,546047.7,1539080
168129,2004,0,4,2.0,1871,8697,0,21329.66,1856.05,585312.4,1482594
108417,2003,13,3,2.0,1466,6539,0,8727.5,776.13,530934.0,1502721
162516,2002,5,4,2.0,2328,9227,0,16546.75,4896.01,529562.6,1477049
285544,2002,0,4,2.0,3535,13060,1,21154.53,205.58,466575.3,1518421
111153,2003,11,3,2.0,1106,4196,0,10719.64,213.04,566695.7,1546018
129017,2004,17,3,2.0,1340,10047,0,13682.55,384.35,494307.8,1550435
244430,2002,0,4,2.0,2285,15611,0,16849.13,356.35,479919.3,1524617
155049,2003,0,3,2.0,1682,2656,0,22396.01,1368.51,607235.3,1518407
817983,2004,2,4,3.0,4426,16007,1,18222.46,579.01,483221.2,1500889
347301,2000,0,3,3.0,2154,4928,0,5152.09,329.92,542078.6,1546377
484584,2000,0,5,4.5,3882,13716,1,17363.86,419.58,493143.4,1492248
116629,2001,0,4,2.5,2170,6469,0,12904.75,375.86,505632.4,1561771
350953,2000,50,4,3.5,3144,13631,1,5105.58,211.72,544023.9,1545111
86683,2002,33,2,1.0,970,7391,0,9774.06,1972.54,518048.6,1503763
100221,2000,11,3,2.0,1409,6050,0,18372.09,6313.8,523677.5,1471843
173874,2003,4,4,2.5,2175,5000,0,19827.61,1356.56,599848.7,1528281
114343,2000,13,3,2.0,1633,8157,0,13025.74,301.12,574959.1,1545853
134614,2004,16,3,2.0,1221,5793,0,10776.73,555.38,499536.3,1528669
161227,2002,0,4,2.0,1909,5175,0,22603.57,748.9,608213.9,1520189
162832,2000,8,4,2.0,1943,9776,0,17973.1,1247.4,593632.6,1526358
238414,2003,0,4,2.5,3380,19283,1,12040.32,150.71,496533.9,1540781
230722,2001,0,6,4.0,3480,9124,1,20643.52,200.15,602581.2,1532021
112445,2001,5,3,2.5,1815,2080,0,20249.08,5446.93,537316.7,1464687
754189,2004,6,4,3.5,2925,9060,0,4432.42,22.24,528767.4,1544374
100420,2000,0,3,2.0,1246,3240,0,20409.01,5996.79,535386.3,1464118
65947,2000,44,3,1.0,1029,8353,0,6067.98,464.81,530686.9,1550575
124181,2002,11,3,2.0,1195,6752,0,17640.62,977.72,592581.5,1526924
108748,2001,9,3,2.0,1286,7394,0,12290.5,290.49,572948.1,1544310
136491,2001,11,3,2.0,1720,5424,0,17846.66,2743.58,512409.5,1476989
188608,2003,2,4,2.0,2168,6337,0,21275.26,3418.42,509782.1,1465923
413274,2003,0,6,4.0,3772,16812,0,20231.27,2693.92,600570.9,1521734
155332,2003,10,4,2.0,1902,9896,0,12438.4,384.66,494428.4,1536898
110898,2003,32,4,2.0,1711,8755,0,14535.3,1249.76,582489.8,1533299
120884,2000,0,4,2.0,1349,5249,0,18684.39,1079.98,595999.1,1535505
96370,2002,8,3,2.0,1884,22434,0,19478.05,264.32,598229.2,1539338
146171,2003,13,3,2.0,1592,6230,0,21433.76,7049.5,522213.6,1461895
164268,2002,9,4,3.0,2369,12390,1,17060.97,5246.26,527855.0,1475542
113327,2004,5,3,2.0,1175,10662,0,11582.05,1598.36,572058.1,1538810
160189,2001,0,3,2.0,1742,7104,0,22288.7,1712.02,606696.3,1517418
257231,2003,2,4,2.5,2392,9778,1,19970.4,878.05,600374.7,1530406
94571,2003,32,3,2.0,1402,7660,0,9243.84,2451.01,517292.3,1506347
145021,2003,23,3,2.0,1774,8365,0,8341.05,665.35,554645.8,1512204
180363,2001,4,4,2.5,2317,13150,1,19036.42,1766.85,597312.8,1530925
93990,2001,18,3,2.0,1274,11054,0,12207.89,694.15,502195.2,1554332
396731,2002,7,3,3.0,2478,8620,0,18139.27,518.57,572379.3,1484896
160242,2004,15,3,2.0,1355,10202,0,15491.54,205.63,585488.8,1535490
84445,2004,45,2,2.0,1160,9026,0,9797.03,351.44,513522.8,1555172
226951,2000,6,4,3.0,3325,21834,0,20196.87,1195.07,597011.6,1554075
127167,2003,22,3,2.0,1544,11048,0,19632.76,535.64,499877.8,1585223
436376,2004,3,4,3.0,4570,9750,1,22775.67,526.56,460551.4,1522784
294064,2004,10,3,2.0,2725,8125,1,12303.91,630.61,495560.2,1521717
115472,2003,21,3,2.0,1640,10911,0,10016.7,1728.57,562355.4,1513114
95651,2003,19,2,2.0,1025,8505,0,17432.23,6529.15,536030.6,1473898
111078,2001,9,3,2.0,1277,5264,0,9679.78,1692.68,563967.1,1518423
118213,2003,18,3,2.0,2316,11223,0,7498.09,104.5,536119.4,1506523
122901,2001,0,4,2.0,1660,6735,0,8624.19,1136.21,563128.9,1530286
